Child utterance	Child	00:00:07.662	00:00:08.529	00:00:00.867	utterance
Child utterance	Child	00:00:12.015	00:00:13.115	00:00:01.100	utterance
Child utterance	Child	00:01:06.424	00:01:08.211	00:00:01.787	utterance
Child utterance	Child	00:01:42.203	00:01:42.823	00:00:00.620	not sure
Child utterance	Child	00:01:47.953	00:01:48.733	00:00:00.780	utterance
Child utterance	Child	00:01:49.103	00:01:49.663	00:00:00.560	utterance
Child utterance	Child	00:01:55.363	00:01:56.203	00:00:00.840	utterance
Child utterance	Child	00:02:02.953	00:02:04.633	00:00:01.680	utterance
Child utterance	Child	00:02:10.893	00:02:12.953	00:00:02.060	utterance
Child utterance	Child	00:02:31.570	00:02:32.770	00:00:01.200	utterance
Child utterance	Child	00:02:41.290	00:02:42.710	00:00:01.420	utterance
Child utterance	Child	00:02:46.700	00:02:47.520	00:00:00.820	other vocalization
Child utterance	Child	00:02:57.860	00:02:58.400	00:00:00.540	utterance
Child utterance	Child	00:03:18.230	00:03:19.030	00:00:00.800	utterance
Child utterance	Child	00:03:42.680	00:03:43.840	00:00:01.160	utterance
Child utterance	Child	00:03:50.390	00:03:51.230	00:00:00.840	other vocalization
Child utterance	Child	00:03:52.290	00:03:53.150	00:00:00.860	utterance
Child utterance	Child	00:04:02.240	00:04:03.320	00:00:01.080	utterance
Child utterance	Child	00:04:21.449	00:04:22.169	00:00:00.720	other vocalization
Child utterance	Child	00:04:26.594	00:04:27.594	00:00:01.000	utterance
Child utterance	Child	00:04:28.133	00:04:28.853	00:00:00.720	utterance
Child utterance	Child	00:04:42.634	00:04:44.054	00:00:01.420	utterance
Child utterance	Child	00:04:47.436	00:04:48.756	00:00:01.320	utterance
Child utterance	Child	00:04:52.484	00:04:53.404	00:00:00.920	utterance
Child utterance	Child	00:04:56.604	00:04:58.504	00:00:01.900	utterance
Child utterance	Child	00:05:03.205	00:05:04.425	00:00:01.220	utterance
Child utterance	Child	00:05:07.394	00:05:08.094	00:00:00.700	utterance
Child utterance	Child	00:05:09.624	00:05:11.004	00:00:01.380	utterance
Child utterance	Child	00:05:21.832	00:05:22.672	00:00:00.840	utterance
Child utterance	Child	00:05:28.443	00:05:29.843	00:00:01.400	utterance
Child utterance	Child	00:05:35.451	00:05:35.931	00:00:00.480	other vocalization
Child utterance	Child	00:05:53.952	00:05:54.992	00:00:01.040	utterance
Child utterance	Child	00:06:25.781	00:06:27.141	00:00:01.360	utterance
Child utterance	Child	00:06:40.567	00:06:41.387	00:00:00.820	utterance
Child utterance	Child	00:06:42.127	00:06:42.867	00:00:00.740	utterance
Child utterance	Child	00:06:50.628	00:06:51.068	00:00:00.440	utterance
