Child utterance	Child	00:02:36.470	00:02:37.050	00:00:00.580	utterance
Child utterance	Child	00:03:08.730	00:03:09.170	00:00:00.440	utterance
Child utterance	Child	00:03:52.480	00:03:53.100	00:00:00.620	utterance
Child utterance	Child	00:04:15.500	00:04:17.020	00:00:01.520	utterance
Child utterance	Child	00:04:51.250	00:04:51.790	00:00:00.540	utterance
Child utterance	Child	00:04:55.170	00:04:56.130	00:00:00.960	utterance
Child utterance	Child	00:05:51.260	00:05:51.880	00:00:00.620	utterance
Child utterance	Child	00:06:24.240	00:06:24.700	00:00:00.460	utterance
Child utterance	Child	00:06:25.910	00:06:26.250	00:00:00.340	utterance
Child utterance	Child	00:06:51.880	00:06:52.520	00:00:00.640	utterance
Child utterance	Child	00:06:53.720	00:06:54.700	00:00:00.980	utterance
Child gaze	Child	00:00:04.630	00:00:35.360	00:00:30.730	tablet
Child gaze	Child	00:00:37.200	00:01:03.520	00:00:26.320	tablet
Child gaze	Child	00:01:05.560	00:01:18.360	00:00:12.800	tablet
Child gaze	Child	00:01:18.400	00:01:19.720	00:00:01.320	parent
Child gaze	Child	00:01:19.860	00:01:23.140	00:00:03.280	tablet
Child gaze	Child	00:01:23.220	00:01:23.980	00:00:00.760	parent
Child gaze	Child	00:01:24.080	00:01:56.040	00:00:31.960	tablet
Child gaze	Child	00:01:56.140	00:01:56.700	00:00:00.560	parent
Child gaze	Child	00:01:56.780	00:02:22.460	00:00:25.680	tablet
Child gaze	Child	00:02:23.380	00:02:25.300	00:00:01.920	tablet
Child gaze	Child	00:02:25.340	00:02:26.500	00:00:01.160	parent
Child gaze	Child	00:02:26.520	00:02:42.280	00:00:15.760	tablet
Child gaze	Child	00:02:49.320	00:03:08.840	00:00:19.520	tablet
Child gaze	Child	00:03:08.960	00:03:10.440	00:00:01.480	parent
Child gaze	Child	00:03:10.540	00:03:15.460	00:00:04.920	tablet
Child gaze	Child	00:03:15.520	00:03:16.680	00:00:01.160	parent
Child gaze	Child	00:03:16.780	00:03:18.180	00:00:01.400	tablet
Child gaze	Child	00:03:20.200	00:03:22.480	00:00:02.280	tablet
Child gaze	Child	00:03:22.620	00:03:24.740	00:00:02.120	parent
Child gaze	Child	00:03:24.800	00:03:39.120	00:00:14.320	tablet
Child gaze	Child	00:03:39.160	00:03:40.680	00:00:01.520	parent
Child gaze	Child	00:03:40.800	00:03:48.960	00:00:08.160	tablet
Child gaze	Child	00:03:49.040	00:03:51.400	00:00:02.360	parent
Child gaze	Child	00:03:51.500	00:04:15.420	00:00:23.920	tablet
Child gaze	Child	00:04:15.540	00:04:17.780	00:00:02.240	parent
Child gaze	Child	00:04:17.860	00:04:25.180	00:00:07.320	tablet
Child gaze	Child	00:04:25.240	00:04:26.480	00:00:01.240	parent
Child gaze	Child	00:04:26.580	00:04:36.100	00:00:09.520	tablet
Child gaze	Child	00:04:36.220	00:04:36.780	00:00:00.560	parent
Child gaze	Child	00:04:36.860	00:04:55.660	00:00:18.800	tablet
Child gaze	Child	00:04:55.780	00:04:57.260	00:00:01.480	parent
Child gaze	Child	00:04:57.320	00:05:01.000	00:00:03.680	tablet
Child gaze	Child	00:06:32.000	00:06:40.360	00:00:08.360	tablet
Child gaze	Child	00:06:40.500	00:06:43.620	00:00:03.120	parent
Child gaze	Child	00:06:43.740	00:06:51.500	00:00:07.760	tablet
Child gaze	Child	00:06:51.620	00:06:52.820	00:00:01.200	parent
Child gaze	Child	00:06:52.940	00:06:57.300	00:00:04.360	tablet
Child affect	Child	00:01:17.900	00:01:19.600	00:00:01.700	positive 2
Child affect	Child	00:01:23.150	00:01:24.050	00:00:00.900	positive 1
Child affect	Child	00:02:22.400	00:02:23.800	00:00:01.400	positive 1
Child affect	Child	00:02:25.280	00:02:26.680	00:00:01.400	positive 1
Child affect	Child	00:03:08.780	00:03:10.380	00:00:01.600	positive 1
