Child utterance	Child	00:00:15.960	00:00:16.980	00:00:01.020	utterance
Child utterance	Child	00:00:31.230	00:00:31.770	00:00:00.540	utterance
Child utterance	Child	00:00:32.220	00:00:33.040	00:00:00.820	utterance
Child utterance	Child	00:00:52.030	00:00:53.510	00:00:01.480	utterance
Child utterance	Child	00:01:13.020	00:01:13.520	00:00:00.500	utterance
Child utterance	Child	00:01:23.350	00:01:25.070	00:00:01.720	utterance
Child utterance	Child	00:01:25.570	00:01:27.790	00:00:02.220	utterance
Child utterance	Child	00:01:30.880	00:01:32.440	00:00:01.560	utterance
Child utterance	Child	00:01:32.880	00:01:33.400	00:00:00.520	utterance
Child utterance	Child	00:01:58.780	00:01:59.960	00:00:01.180	utterance
Child utterance	Child	00:02:05.250	00:02:06.350	00:00:01.100	utterance
Child utterance	Child	00:02:08.140	00:02:08.860	00:00:00.720	utterance
Child utterance	Child	00:02:18.020	00:02:19.540	00:00:01.520	utterance
Child utterance	Child	00:02:26.480	00:02:27.020	00:00:00.540	utterance
Child utterance	Child	00:02:36.970	00:02:38.590	00:00:01.620	utterance
Child utterance	Child	00:02:44.750	00:02:48.190	00:00:03.440	utterance
Child utterance	Child	00:04:26.600	00:04:27.260	00:00:00.660	utterance
Child utterance	Child	00:05:00.090	00:05:02.210	00:00:02.120	utterance
Child utterance	Child	00:05:05.420	00:05:07.560	00:00:02.140	utterance
Child utterance	Child	00:05:37.640	00:05:38.960	00:00:01.320	utterance
Child utterance	Child	00:06:26.040	00:06:26.560	00:00:00.520	utterance
Child utterance	Child	00:06:44.260	00:06:44.800	00:00:00.540	utterance
Child utterance	Child	00:06:48.050	00:06:48.570	00:00:00.520	utterance
Child gaze	Child	00:00:07.780	00:00:14.920	00:00:07.140	robot
Child gaze	Child	00:00:14.980	00:00:18.300	00:00:03.320	parent
Child gaze	Child	00:00:18.360	00:00:29.120	00:00:10.760	robot
Child gaze	Child	00:00:29.180	00:00:31.180	00:00:02.000	props
Child gaze	Child	00:00:31.320	00:00:33.900	00:00:02.580	parent
Child gaze	Child	00:00:40.110	00:00:40.390	00:00:00.280	parent
Child gaze	Child	00:00:40.410	00:00:41.730	00:00:01.320	robot
Child gaze	Child	00:00:41.850	00:00:46.990	00:00:05.140	props
Child gaze	Child	00:00:47.000	00:00:48.260	00:00:01.260	robot
Child gaze	Child	00:00:48.350	00:00:50.030	00:00:01.680	props
Child gaze	Child	00:00:50.110	00:00:52.250	00:00:02.140	robot
Child gaze	Child	00:00:52.300	00:00:53.980	00:00:01.680	parent
Child gaze	Child	00:00:54.020	00:00:55.520	00:00:01.500	robot
Child gaze	Child	00:00:55.570	00:00:56.150	00:00:00.580	props
Child gaze	Child	00:00:56.180	00:00:58.400	00:00:02.220	robot
Child gaze	Child	00:00:58.450	00:00:59.690	00:00:01.240	props
Child gaze	Child	00:00:59.710	00:01:01.670	00:00:01.960	robot
Child gaze	Child	00:01:01.710	00:01:04.650	00:00:02.940	props
Child gaze	Child	00:01:04.700	00:01:05.620	00:00:00.920	robot
Child gaze	Child	00:01:05.680	00:01:10.620	00:00:04.940	props
Child gaze	Child	00:01:10.670	00:01:12.010	00:00:01.340	robot
Child gaze	Child	00:01:12.060	00:01:12.980	00:00:00.920	props
Child gaze	Child	00:01:13.040	00:01:14.120	00:00:01.080	robot
Child gaze	Child	00:01:14.180	00:01:17.180	00:00:03.000	props
Child gaze	Child	00:01:17.240	00:01:23.760	00:00:06.520	robot
Child gaze	Child	00:01:23.820	00:01:25.980	00:00:02.160	parent
Child gaze	Child	00:01:26.000	00:01:26.960	00:00:00.960	robot
Child gaze	Child	00:01:27.000	00:01:28.380	00:00:01.380	parent
Child gaze	Child	00:01:28.450	00:01:33.010	00:00:04.560	robot
