"","id","gender","time","performance","feedback","activity"
"539",1,1,11,84.67922,"no feedback","emg_bi"
"540",1,1,12,81.352337,"no feedback","emg_bi"
"541",2,1,1,92.1914358,"no feedback","emg_bi"
"542",2,1,2,92.5328518,"no feedback","emg_bi"
"543",2,1,3,92.4190465,"no feedback","emg_bi"
"544",2,1,4,89.196079,"no feedback","emg_bi"
"545",2,1,5,88.6361567,"no feedback","emg_bi"
"546",2,1,6,88.9912294,"no feedback","emg_bi"
"547",2,1,7,88.8091408,"no feedback","emg_bi"
"548",2,1,8,88.7226488,"no feedback","emg_bi"
"549",2,1,9,90.1019696,"no feedback","emg_bi"
"550",2,1,10,86.0322904,"no feedback","emg_bi"
"551",2,1,11,86.7378835,"no feedback","emg_bi"
"552",2,1,12,85.8274407,"no feedback","emg_bi"
"553",3,1,1,100.234855,"no feedback","emg_bi"
"554",3,1,2,109.410195,"no feedback","emg_bi"
"555",3,1,3,111.550574,"no feedback","emg_bi"
"556",3,1,4,107.734187,"no feedback","emg_bi"
"557",3,1,5,102.96237,"no feedback","emg_bi"
"558",3,1,6,100.304243,"no feedback","emg_bi"
"559",3,1,7,101.104884,"no feedback","emg_bi"
"560",3,1,8,100.475047,"no feedback","emg_bi"
"561",3,1,9,95.7139045,"no feedback","emg_bi"
"562",3,1,10,97.7848946,"no feedback","emg_bi"
"563",3,1,11,98.142514,"no feedback","emg_bi"
"564",3,1,12,99.8505471,"no feedback","emg_bi"
"565",4,1,1,70.3249471,"no feedback","emg_bi"
"566",4,1,2,70.4509832,"no feedback","emg_bi"
"567",4,1,3,58.677913,"no feedback","emg_bi"
"568",4,1,4,60.1289447,"no feedback","emg_bi"
"569",4,1,5,59.295167,"no feedback","emg_bi"
"570",4,1,6,64.6468564,"no feedback","emg_bi"
"571",4,1,7,59.1400456,"no feedback","emg_bi"
"572",4,1,8,59.9899817,"no feedback","emg_bi"
"573",4,1,9,57.9701714,"no feedback","emg_bi"
"574",4,1,10,57.5338924,"no feedback","emg_bi"
"575",4,1,11,58.5938889,"no feedback","emg_bi"
"576",4,1,12,60.5846139,"no feedback","emg_bi"
"577",5,1,1,95.4629811,"no feedback","emg_bi"
"578",5,1,2,94.9306505,"no feedback","emg_bi"
"579",5,1,3,90.9552647,"no feedback","emg_bi"
"580",5,1,4,88.2545419,"no feedback","emg_bi"
"581",5,1,5,87.3363938,"no feedback","emg_bi"
"582",5,1,6,85.8712639,"no feedback","emg_bi"
"583",5,1,7,86.9749951,"no feedback","emg_bi"
"584",5,1,8,86.1301035,"no feedback","emg_bi"
"585",5,1,9,87.082438,"no feedback","emg_bi"
"586",5,1,10,85.7247509,"no feedback","emg_bi"
"587",5,1,11,85.4121899,"no feedback","emg_bi"
"588",5,1,12,85.0605587,"no feedback","emg_bi"
"589",6,1,1,90.424516,"no feedback","emg_bi"
"590",6,1,2,87.5485223,"no feedback","emg_bi"
"591",6,1,3,80.1818114,"no feedback","emg_bi"
"592",6,1,4,93.9144023,"no feedback","emg_bi"
"593",6,1,5,88.5381916,"no feedback","emg_bi"
"594",6,1,6,87.9280195,"no feedback","emg_bi"
"595",6,1,7,87.2248335,"no feedback","emg_bi"
"596",6,1,8,88.2740317,"no feedback","emg_bi"
"597",6,1,9,81.6960798,"no feedback","emg_bi"
"598",6,1,10,81.6700358,"no feedback","emg_bi"
"599",6,1,11,78.0908561,"no feedback","emg_bi"
"600",6,1,12,83.7907556,"no feedback","emg_bi"
"601",7,1,1,100.12609,"no feedback","emg_bi"
"602",7,1,2,102.299128,"no feedback","emg_bi"
"603",7,1,3,98.4681422,"no feedback","emg_bi"
"604",7,1,4,98.7203219,"no feedback","emg_bi"
"605",7,1,5,95.4473508,"no feedback","emg_bi"
"606",7,1,6,94.77666,"no feedback","emg_bi"
"607",7,1,7,94.2562039,"no feedback","emg_bi"
"608",7,1,8,93.778672,"no feedback","emg_bi"
"609",7,1,9,93.7733065,"no feedback","emg_bi"
"610",7,1,10,93.156271,"no feedback","emg_bi"
"611",7,1,11,95.2434608,"no feedback","emg_bi"
"612",7,1,12,93.0382294,"no feedback","emg_bi"
"613",8,1,1,97.457153,"no feedback","emg_bi"
"614",8,1,2,94.9499059,"no feedback","emg_bi"
"615",8,1,3,93.6937395,"no feedback","emg_bi"
"616",8,1,4,92.5698011,"no feedback","emg_bi"
"617",8,1,5,93.968367,"no feedback","emg_bi"
"618",8,1,6,90.4032955,"no feedback","emg_bi"
"619",8,1,7,90.3931241,"no feedback","emg_bi"
"620",8,1,8,92.605401,"no feedback","emg_bi"
"621",8,1,9,91.5780908,"no feedback","emg_bi"
"622",8,1,10,91.9798607,"no feedback","emg_bi"
"623",8,1,11,90.8508366,"no feedback","emg_bi"
"624",8,1,12,91.0898642,"no feedback","emg_bi"
"625",9,1,1,94.9690334,"no feedback","emg_bi"
"626",9,1,2,95.0218674,"no feedback","emg_bi"
"627",9,1,3,97.1660454,"no feedback","emg_bi"
"628",9,1,4,100.921659,"no feedback","emg_bi"
"629",9,1,5,99.0504564,"no feedback","emg_bi"
"630",9,1,6,97.4874519,"no feedback","emg_bi"
"631",9,1,7,96.9459039,"no feedback","emg_bi"
"632",9,1,8,93.2167073,"no feedback","emg_bi"
"633",9,1,9,89.7340691,"no feedback","emg_bi"
"634",9,1,10,92.5430743,"no feedback","emg_bi"
"635",9,1,11,89.5007191,"no feedback","emg_bi"
"636",9,1,12,100.97009,"no feedback","emg_bi"
"637",10,1,1,88.9221066,"no feedback","emg_bi"
"638",10,1,2,97.3953641,"no feedback","emg_bi"
"639",10,1,3,90.6503399,"no feedback","emg_bi"
"640",10,1,4,91.1663527,"no feedback","emg_bi"
"641",10,1,5,89.5568843,"no feedback","emg_bi"
"642",10,1,6,93.0420182,"no feedback","emg_bi"
"643",10,1,7,89.8927021,"no feedback","emg_bi"
"644",10,1,8,88.7705791,"no feedback","emg_bi"
"645",10,1,9,86.7106233,"no feedback","emg_bi"
"646",10,1,10,87.5665493,"no feedback","emg_bi"
"647",10,1,11,88.5903841,"no feedback","emg_bi"
"648",10,1,12,86.4812843,"no feedback","emg_bi"
"649",11,1,1,97.3617328,"no feedback","emg_bi"
"650",11,1,2,92.9218866,"no feedback","emg_bi"
"651",11,1,3,91.9952318,"no feedback","emg_bi"
"652",11,1,4,89.5661366,"no feedback","emg_bi"
"653",11,1,5,88.4685455,"no feedback","emg_bi"
"654",11,1,6,85.9854704,"no feedback","emg_bi"
"655",11,1,7,88.6124918,"no feedback","emg_bi"
"656",11,1,8,86.5297677,"no feedback","emg_bi"
"657",11,1,9,87.9467398,"no feedback","emg_bi"
"658",11,1,10,89.5706349,"no feedback","emg_bi"
"659",11,1,11,90.2138953,"no feedback","emg_bi"
"660",11,1,12,87.2629945,"no feedback","emg_bi"
"661",12,2,1,97.3796861,"no feedback","emg_bi"
"662",12,2,2,96.8011415,"no feedback","emg_bi"
"663",12,2,3,96.671423,"no feedback","emg_bi"
"664",12,2,4,89.3708652,"no feedback","emg_bi"
"665",12,2,5,78.8792321,"no feedback","emg_bi"
"666",12,2,6,81.7356337,"no feedback","emg_bi"
"667",12,2,7,76.7518485,"no feedback","emg_bi"
"668",12,2,8,77.1098716,"no feedback","emg_bi"
"669",12,2,9,72.9977948,"no feedback","emg_bi"
"670",12,2,10,75.4624465,"no feedback","emg_bi"
"671",12,2,11,81.8705409,"no feedback","emg_bi"
"672",12,2,12,57.8388896,"no feedback","emg_bi"
"673",13,2,1,67.674043,"no feedback","emg_bi"
"674",13,2,2,63.6834195,"no feedback","emg_bi"
"675",13,2,3,78.4514183,"no feedback","emg_bi"
"676",13,2,4,89.7032268,"no feedback","emg_bi"
"677",13,2,5,86.414159,"no feedback","emg_bi"
"678",13,2,6,102.040175,"no feedback","emg_bi"
"679",13,2,7,135.765318,"no feedback","emg_bi"
"680",13,2,8,99.2423648,"no feedback","emg_bi"
"681",13,2,9,112.632488,"no feedback","emg_bi"
"682",13,2,10,135.729988,"no feedback","emg_bi"
"683",13,2,11,81.232405,"no feedback","emg_bi"
"684",13,2,12,152.506758,"no feedback","emg_bi"
"685",14,2,1,92.9963668,"no feedback","emg_bi"
"686",14,2,2,89.5733839,"no feedback","emg_bi"
"687",14,2,3,96.3553687,"no feedback","emg_bi"
"688",14,2,4,91.0312364,"no feedback","emg_bi"
"689",14,2,5,95.7658296,"no feedback","emg_bi"
"690",14,2,6,94.5227704,"no feedback","emg_bi"
"691",14,2,7,89.4956927,"no feedback","emg_bi"
"692",14,2,8,84.6271965,"no feedback","emg_bi"
"693",14,2,9,90.1217924,"no feedback","emg_bi"
"694",14,2,10,93.2385805,"no feedback","emg_bi"
"695",14,2,11,90.7707424,"no feedback","emg_bi"
"696",14,2,12,87.699655,"no feedback","emg_bi"
"697",15,2,1,95.4627314,"no feedback","emg_bi"
"698",15,2,2,90.7303652,"no feedback","emg_bi"
"699",15,2,3,87.8789395,"no feedback","emg_bi"
"700",15,2,4,90.7703852,"no feedback","emg_bi"
"701",15,2,5,90.3301651,"no feedback","emg_bi"
"702",15,2,6,85.4927464,"no feedback","emg_bi"
"703",15,2,7,90.6203102,"no feedback","emg_bi"
"704",15,2,8,85.8929465,"no feedback","emg_bi"
"705",15,2,9,89.0295148,"no feedback","emg_bi"
"706",15,2,10,84.7873937,"no feedback","emg_bi"
"707",15,2,11,86.198099,"no feedback","emg_bi"
"708",15,2,12,87.4087044,"no feedback","emg_bi"
"709",16,2,1,100.868021,"no feedback","emg_bi"
"710",16,2,2,101.49865,"no feedback","emg_bi"
"711",16,2,3,97.2310313,"no feedback","emg_bi"
"712",16,2,4,99.726365,"no feedback","emg_bi"
"713",16,2,5,95.6000942,"no feedback","emg_bi"
"714",16,2,6,97.1331751,"no feedback","emg_bi"
"715",16,2,7,99.7481108,"no feedback","emg_bi"
"716",16,2,8,96.3992534,"no feedback","emg_bi"
"717",16,2,9,96.4699273,"no feedback","emg_bi"
"718",16,2,10,98.8728413,"no feedback","emg_bi"
"719",16,2,11,94.2899081,"no feedback","emg_bi"
"720",16,2,12,91.7293369,"no feedback","emg_bi"
"721",17,2,1,75.6554865,"no feedback","emg_bi"
"722",17,2,2,82.4253001,"no feedback","emg_bi"
"723",17,2,3,93.9814421,"no feedback","emg_bi"
"724",17,2,4,103.070997,"no feedback","emg_bi"
"725",17,2,5,75.0404359,"no feedback","emg_bi"
"726",17,2,6,76.3024602,"no feedback","emg_bi"
"727",17,2,7,75.1808973,"no feedback","emg_bi"
"728",17,2,8,71.0394143,"no feedback","emg_bi"
"729",17,2,9,80.5865327,"no feedback","emg_bi"
"730",17,2,10,90.3634971,"no feedback","emg_bi"
"731",17,2,11,81.9656082,"no feedback","emg_bi"
"732",17,2,12,79.330893,"no feedback","emg_bi"
"733",18,2,1,99.3992383,"no feedback","emg_bi"
"734",18,2,2,98.5410073,"no feedback","emg_bi"
"735",18,2,3,99.23832,"no feedback","emg_bi"
"736",18,2,4,96.8299093,"no feedback","emg_bi"
"737",18,2,5,97.1034705,"no feedback","emg_bi"
"738",18,2,6,96.4490694,"no feedback","emg_bi"
"739",18,2,7,91.5303331,"no feedback","emg_bi"
"740",18,2,8,93.1716998,"no feedback","emg_bi"
"741",18,2,9,93.2038835,"no feedback","emg_bi"
"742",18,2,10,93.5149922,"no feedback","emg_bi"
"743",18,2,11,96.9210964,"no feedback","emg_bi"
"744",18,2,12,93.1985196,"no feedback","emg_bi"
"745",19,2,1,61.9684949,"no feedback","emg_bi"
"746",19,2,2,71.3241321,"no feedback","emg_bi"
"747",19,2,3,88.7445497,"no feedback","emg_bi"
"748",19,2,4,88.1347736,"no feedback","emg_bi"
"749",19,2,5,82.8115267,"no feedback","emg_bi"
"750",19,2,6,87.2274858,"no feedback","emg_bi"
"751",19,2,7,103.420975,"no feedback","emg_bi"
"752",19,2,8,75.2089958,"no feedback","emg_bi"
"753",19,2,9,75.3786513,"no feedback","emg_bi"
"754",19,2,10,75.8482772,"no feedback","emg_bi"
"755",19,2,11,55.0667147,"no feedback","emg_bi"
"756",19,2,12,94.3972724,"no feedback","emg_bi"
"757",20,2,1,97.8979212,"no feedback","emg_bi"
"758",20,2,2,102.307633,"no feedback","emg_bi"
"759",20,2,3,97.8571983,"no feedback","emg_bi"
"760",20,2,4,98.5611232,"no feedback","emg_bi"
"761",20,2,5,96.932206,"no feedback","emg_bi"
"762",20,2,6,97.5663202,"no feedback","emg_bi"
"763",20,2,7,96.8507602,"no feedback","emg_bi"
"764",20,2,8,97.4034285,"no feedback","emg_bi"
"765",20,2,9,96.3446323,"no feedback","emg_bi"
"766",20,2,10,96.8333075,"no feedback","emg_bi"
"767",20,2,11,96.8333075,"no feedback","emg_bi"
"768",20,2,12,96.879848,"no feedback","emg_bi"
"769",21,2,1,97.8223949,"no feedback","emg_bi"
"770",21,2,2,86.5136845,"no feedback","emg_bi"
"771",21,2,3,89.4887362,"no feedback","emg_bi"
"772",21,2,4,84.2267598,"no feedback","emg_bi"
"773",21,2,5,90.0245969,"no feedback","emg_bi"
"774",21,2,6,86.6132433,"no feedback","emg_bi"
"775",21,2,7,84.1330574,"no feedback","emg_bi"
"776",21,2,8,91.4886971,"no feedback","emg_bi"
"777",21,2,9,81.6323742,"no feedback","emg_bi"
"778",21,2,10,82.8300082,"no feedback","emg_bi"
"779",21,2,11,82.5371881,"no feedback","emg_bi"
"780",21,2,12,85.1608558,"no feedback","emg_bi"
"781",22,2,1,90.050461,"no feedback","emg_bi"
"782",22,2,2,87.2059105,"no feedback","emg_bi"
"783",22,2,3,95.1135904,"no feedback","emg_bi"
"784",22,2,4,90.0462027,"no feedback","emg_bi"
"785",22,2,5,84.4678178,"no feedback","emg_bi"
"786",22,2,6,86.4308983,"no feedback","emg_bi"
"787",22,2,7,88.2023548,"no feedback","emg_bi"
"788",22,2,8,88.9773671,"no feedback","emg_bi"
"789",22,2,9,87.2186855,"no feedback","emg_bi"
"790",22,2,10,87.1548108,"no feedback","emg_bi"
"791",22,2,11,83.8162965,"no feedback","emg_bi"
"792",22,2,12,87.9724062,"no feedback","emg_bi"
