,col base,action base,col count,action count,hist,bins
109,action,Child gaze,action:sub_action,Conversational turns:PC,[1 0 2 1 1 0 1],[-3 -2 -1  0  1  2  3  4]
110,action,Child gaze,action:sub_action,Conversational turns:PCP,[1 0 1 1 0 0 1],[-3 -2 -1  0  1  2  3  4]
111,action,Child gaze,action:sub_action,Non-verbal scaffolding:technical,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
112,action,Child gaze,action:sub_action,Parent gesture:point at prop,[0 0 0 0 1 1 1],[-3 -2 -1  0  1  2  3  4]
113,action,Child gaze,action:sub_action,Parent prop manipulation:parent,[1 0 1 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
114,action,Child gaze,action:sub_action,Parent utterance:utterance,[ 3  2 10 13  5  6 10],[-3 -2 -1  0  1  2  3  4]
115,action,Child gaze,action:sub_action,Verbal scaffolding:affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
116,action,Child gaze,action:sub_action,Verbal scaffolding:cognitive,[ 2  1  7 10  4  5  7],[-3 -2 -1  0  1  2  3  4]
117,action,Child gaze,action:sub_action,Verbal scaffolding:technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
118,action,Child gaze,action:sub_action,robot pointing:point at prop,[4 1 1 1 2 2 2],[-3 -2 -1  0  1  2  3  4]
119,action,Child gaze,action:sub_action,robot text:other,[1 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
120,action,Child gaze,action:sub_action,robot text:pick up,[1 2 0 3 2 1 0],[-3 -2 -1  0  1  2  3  4]
121,action,Child gaze,action:sub_action,robot text:positive feedback,[1 0 1 0 1 1 2],[-3 -2 -1  0  1  2  3  4]
122,action,Child gaze,action:sub_action,robot text:put down,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
123,action,Child gaze,action:sub_action,robot text:song,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
124,action,Child gaze,action:sub_action,robot text:teach,[3 3 1 2 2 4 2],[-3 -2 -1  0  1  2  3  4]
125,action,Child gaze,action:sub_action,robot text:try again,[2 0 0 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
126,action,Child gaze,action:sub_action,start-end:end,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
127,action,Child gaze,action:sub_action,start-end:start,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
128,action,Child gesture,action,Child affect,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
129,action,Child gesture,action,Child gaze,[0 1 1 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
130,action,Child gesture,action,Child prop manipulation,[0 0 1 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
131,action,Child gesture,action,Child utterance,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
132,action,Child gesture,action,Conversational turns,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
133,action,Child gesture,action,Non-verbal scaffolding,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
134,action,Child gesture,action,Parent gesture,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
135,action,Child gesture,action,Parent prop manipulation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
136,action,Child gesture,action,Parent utterance,[1 0 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
137,action,Child gesture,action,Verbal scaffolding,[1 0 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
138,action,Child gesture,action,robot pointing,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
139,action,Child gesture,action,robot text,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
140,action,Child gesture,action,start-end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
141,action,Child gesture,sub_action,CP,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
142,action,Child gesture,sub_action,CPC,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
143,action,Child gesture,sub_action,PC,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
144,action,Child gesture,sub_action,PCP,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
145,action,Child gesture,sub_action,affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
146,action,Child gesture,sub_action,child,[0 0 1 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
147,action,Child gesture,sub_action,cognitive,[1 0 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
148,action,Child gesture,sub_action,end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
149,action,Child gesture,sub_action,other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
150,action,Child gesture,sub_action,parent,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
151,action,Child gesture,sub_action,pick up,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
152,action,Child gesture,sub_action,point at prop,[0 1 1 0 2 0 0],[-3 -2 -1  0  1  2  3  4]
153,action,Child gesture,sub_action,positive 1,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
154,action,Child gesture,sub_action,positive 2,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
155,action,Child gesture,sub_action,positive feedback,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
156,action,Child gesture,sub_action,put down,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
157,action,Child gesture,sub_action,song,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
158,action,Child gesture,sub_action,start,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
159,action,Child gesture,sub_action,tablet,[0 1 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
160,action,Child gesture,sub_action,teach,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
161,action,Child gesture,sub_action,technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
162,action,Child gesture,sub_action,try again,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
163,action,Child gesture,sub_action,utterance,[1 0 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
164,action,Child gesture,action:sub_action,Child affect:positive 1,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
165,action,Child gesture,action:sub_action,Child affect:positive 2,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
166,action,Child gesture,action:sub_action,Child gaze:parent,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
167,action,Child gesture,action:sub_action,Child gaze:tablet,[0 1 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
168,action,Child gesture,action:sub_action,Child gesture:point at prop,[0 1 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
169,action,Child gesture,action:sub_action,Child prop manipulation:child,[0 0 1 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
170,action,Child gesture,action:sub_action,Child utterance:utterance,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
171,action,Child gesture,action:sub_action,Conversational turns:CP,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
172,action,Child gesture,action:sub_action,Conversational turns:CPC,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
173,action,Child gesture,action:sub_action,Conversational turns:PC,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
174,action,Child gesture,action:sub_action,Conversational turns:PCP,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
175,action,Child gesture,action:sub_action,Non-verbal scaffolding:technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
176,action,Child gesture,action:sub_action,Parent gesture:point at prop,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
177,action,Child gesture,action:sub_action,Parent prop manipulation:parent,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
178,action,Child gesture,action:sub_action,Parent utterance:utterance,[1 0 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
179,action,Child gesture,action:sub_action,Verbal scaffolding:affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
180,action,Child gesture,action:sub_action,Verbal scaffolding:cognitive,[1 0 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
181,action,Child gesture,action:sub_action,Verbal scaffolding:technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
182,action,Child gesture,action:sub_action,robot pointing:point at prop,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
183,action,Child gesture,action:sub_action,robot text:other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
184,action,Child gesture,action:sub_action,robot text:pick up,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
185,action,Child gesture,action:sub_action,robot text:positive feedback,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
186,action,Child gesture,action:sub_action,robot text:put down,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
187,action,Child gesture,action:sub_action,robot text:song,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
188,action,Child gesture,action:sub_action,robot text:teach,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
189,action,Child gesture,action:sub_action,robot text:try again,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
190,action,Child gesture,action:sub_action,start-end:end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
191,action,Child gesture,action:sub_action,start-end:start,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
192,action,Child prop manipulation,action,Child affect,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
193,action,Child prop manipulation,action,Child gaze,[2 3 0 2 0 0 2],[-3 -2 -1  0  1  2  3  4]
194,action,Child prop manipulation,action,Child gesture,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
195,action,Child prop manipulation,action,Child utterance,[0 0 0 1 1 0 0],[-3 -2 -1  0  1  2  3  4]
196,action,Child prop manipulation,action,Conversational turns,[4 0 0 4 3 4 2],[-3 -2 -1  0  1  2  3  4]
197,action,Child prop manipulation,action,Non-verbal scaffolding,[0 0 0 0 2 0 1],[-3 -2 -1  0  1  2  3  4]
198,action,Child prop manipulation,action,Parent gesture,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
199,action,Child prop manipulation,action,Parent prop manipulation,[1 0 0 3 2 0 1],[-3 -2 -1  0  1  2  3  4]
200,action,Child prop manipulation,action,Parent utterance,[6 4 2 5 3 3 5],[-3 -2 -1  0  1  2  3  4]
201,action,Child prop manipulation,action,Verbal scaffolding,[5 4 2 5 2 2 5],[-3 -2 -1  0  1  2  3  4]
202,action,Child prop manipulation,action,robot pointing,[1 2 1 1 2 1 1],[-3 -2 -1  0  1  2  3  4]
203,action,Child prop manipulation,action,robot text,[3 3 2 6 3 3 3],[-3 -2 -1  0  1  2  3  4]
204,action,Child prop manipulation,action,start-end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
205,action,Child prop manipulation,sub_action,CP,[0 0 0 1 1 0 0],[-3 -2 -1  0  1  2  3  4]
206,action,Child prop manipulation,sub_action,CPC,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
207,action,Child prop manipulation,sub_action,PC,[2 0 0 1 1 2 1],[-3 -2 -1  0  1  2  3  4]
208,action,Child prop manipulation,sub_action,PCP,[2 0 0 1 1 2 1],[-3 -2 -1  0  1  2  3  4]
209,action,Child prop manipulation,sub_action,affective,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
210,action,Child prop manipulation,sub_action,child,[1 7 8 0 3 4 0],[-3 -2 -1  0  1  2  3  4]
211,action,Child prop manipulation,sub_action,cognitive,[5 4 2 5 2 2 3],[-3 -2 -1  0  1  2  3  4]
212,action,Child prop manipulation,sub_action,end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
213,action,Child prop manipulation,sub_action,other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
214,action,Child prop manipulation,sub_action,parent,[3 0 0 4 2 0 3],[-3 -2 -1  0  1  2  3  4]
215,action,Child prop manipulation,sub_action,pick up,[1 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
216,action,Child prop manipulation,sub_action,point at prop,[3 2 1 1 2 1 1],[-3 -2 -1  0  1  2  3  4]
217,action,Child prop manipulation,sub_action,positive 1,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
218,action,Child prop manipulation,sub_action,positive 2,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
219,action,Child prop manipulation,sub_action,positive feedback,[1 0 1 5 1 0 2],[-3 -2 -1  0  1  2  3  4]
220,action,Child prop manipulation,sub_action,put down,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
221,action,Child prop manipulation,sub_action,song,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
222,action,Child prop manipulation,sub_action,start,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
223,action,Child prop manipulation,sub_action,tablet,[0 3 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
224,action,Child prop manipulation,sub_action,teach,[1 2 1 1 2 1 1],[-3 -2 -1  0  1  2  3  4]
225,action,Child prop manipulation,sub_action,technical,[0 0 0 0 2 0 2],[-3 -2 -1  0  1  2  3  4]
226,action,Child prop manipulation,sub_action,try again,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
227,action,Child prop manipulation,sub_action,utterance,[6 4 2 6 4 3 5],[-3 -2 -1  0  1  2  3  4]
228,action,Child prop manipulation,action:sub_action,Child affect:positive 1,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
229,action,Child prop manipulation,action:sub_action,Child affect:positive 2,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
230,action,Child prop manipulation,action:sub_action,Child gaze:parent,[2 0 0 1 0 0 2],[-3 -2 -1  0  1  2  3  4]
231,action,Child prop manipulation,action:sub_action,Child gaze:tablet,[0 3 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
232,action,Child prop manipulation,action:sub_action,Child gesture:point at prop,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
233,action,Child prop manipulation,action:sub_action,Child prop manipulation:child,[1 7 8 0 3 4 0],[-3 -2 -1  0  1  2  3  4]
234,action,Child prop manipulation,action:sub_action,Child utterance:utterance,[0 0 0 1 1 0 0],[-3 -2 -1  0  1  2  3  4]
235,action,Child prop manipulation,action:sub_action,Conversational turns:CP,[0 0 0 1 1 0 0],[-3 -2 -1  0  1  2  3  4]
236,action,Child prop manipulation,action:sub_action,Conversational turns:CPC,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
237,action,Child prop manipulation,action:sub_action,Conversational turns:PC,[2 0 0 1 1 2 1],[-3 -2 -1  0  1  2  3  4]
238,action,Child prop manipulation,action:sub_action,Conversational turns:PCP,[2 0 0 1 1 2 1],[-3 -2 -1  0  1  2  3  4]
