,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,start-end,Conversational turns,Joint attention,Mutual gaze,time
49,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,32.42
50,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,32.92
51,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,33.42
52,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,33.92
53,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,34.42
54,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,34.92
55,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,35.42
56,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,35.92
57,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,36.42
58,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,36.92
59,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,37.42
60,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,37.92
61,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,38.42
62,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,38.92
63,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,39.42
64,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,39.92
65,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,40.42
66,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,40.92
67,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,41.42
68,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,41.92
69,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,42.42
70,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,42.92
71,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,43.42
72,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,43.92
73,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,44.42
74,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,44.92
75,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,45.42
76,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,45.92
77,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,46.42
78,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,46.92
79,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,47.42
80,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.92
81,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.42
82,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,48.92
83,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,49.42
84,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,49.92
85,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,50.42
86,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,50.92
87,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,51.42
88,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,51.92
89,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,52.42
90,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,52.92
91,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,53.42
92,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,53.92
93,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,54.42
94,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,54.92
95,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,55.42
96,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,55.92
97,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,56.42
98,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,56.92
99,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,57.42
100,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,57.92
101,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,58.42
102,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,58.92
103,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,59.42
104,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,59.92
105,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,60.42
106,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,60.92
107,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,61.42
108,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,61.92
109,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,62.42
110,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,62.92
111,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,63.42
112,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,63.92
113,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,64.42
114,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,64.92
115,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,65.42
116,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,65.92
117,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,66.42
118,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,66.92
119,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,67.42
120,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,67.92
121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,68.42
