"","model 1","model 2","model 3"
"1",0.268453218837873,0.256277221241109,0.205040909917647
"2",0.272412081774911,0.258029629035498,0.205040909917647
"3",0.202796572557906,0.238822902640323,0.226100087276222
"4",0.212037742790077,0.229752110347095,0.205040909917646
"5",0.268453218837873,0.256277221241109,0.205040909917646
"6",0.228334674890718,0.237742931731168,0.205040909917646
"7",0.280494642781701,0.261569198184889,0.205040909917646
"8",0.215206119659041,0.231329267517082,0.205040909917646
"9",0.167009638539942,0.210154597850256,0.226100087276222
"10",0.169532317999345,0.212237964728321,0.226100087276222
"11",0.215206119659041,0.231329267517082,0.205040909917646
"12",0.169532317999345,0.212237964728321,0.226100087276222
"13",0.179993252034237,0.213073527959119,0.205040909917647
"14",0.27241208177491,0.290276096327652,0.226100087276222
"15",0.196850228510243,0.234182482834934,0.226100087276222
"16",0.260697061659322,0.281941207103262,0.226100087276222
"17",0.196850228510243,0.234182482834934,0.226100087276222
"18",0.23173347125905,0.260805695744589,0.226100087276222
"19",0.245813073692511,0.271178927645831,0.226100087276222
"20",0.20891373168132,0.228185323403279,0.205040909917647
"21",0.182703503212548,0.214540167470238,0.205040909917647
"22",0.264548428081628,0.284694093021102,0.226100087276222
"23",0.264548428081628,0.284694093021102,0.226100087276222
"24",0.215206119659041,0.24836686481842,0.226100087276222
"25",0.202796572557906,0.238822902640323,0.226100087276222
"26",0.298366189243302,0.222020566272224,0.29393200707054
"27",0.280494642781701,0.2959611456292,0.226100087276222
"28",0.20891373168132,0.228185323403279,0.205040909917646
"29",0.283208751186617,0.252806790399981,0.29393200707054
"30",0.282436317490788,0.254536299452141,0.29393200707054
"31",0.23173347125905,0.239372943843074,0.205040909917647
"32",0.280494642781701,0.2959611456292,0.226100087276222
"33",0.242219302713153,0.244327905803457,0.205040909917647
"34",0.260697061659322,0.281941207103262,0.226100087276222
"35",0.260697061659322,0.252806790399981,0.205040909917647
"36",0.264548428081628,0.284694093021102,0.226100087276222
"37",0.193939756651871,0.220504650470006,0.205040909917647
"38",0.25315203773644,0.276510625969735,0.226100087276222
"39",0.29347856915198,0.24836686481842,0.2964955834911
"40",0.268453218837873,0.287472319578775,0.226100087276222
"41",0.280133651197313,0.29310563422301,0.2964955834911
"42",0.188241549699586,0.227382173906239,0.226100087276222
"43",0.205833526419476,0.226628840783547,0.205040909917647
"44",0.280898779211993,0.258029629035498,0.29393200707054
"45",0.291070318849338,0.255760975028952,0.2964955834911
"46",0.218419427678719,0.232916861248401,0.205040909917646
"47",0.280898779211993,0.290276096327652,0.2964955834911
"48",0.212037742790077,0.229752110347095,0.205040909917647
"49",0.298366189243302,0.234182482834934,0.2964955834911
"50",0.228334674890718,0.25827167480067,0.226100087276222
"51",0.260697061659322,0.252806790399981,0.205040909917647
"52",0.208913731681321,0.22818532340328,0.205040909917647
"53",0.28461966369549,0.263356508559341,0.205040909917647
"54",0.256898477182971,0.251088621305119,0.205040909917647
"55",0.264548428081628,0.254536299452141,0.205040909917647
"56",0.264548428081628,0.284694093021102,0.226100087276222
"57",0.286323193665509,0.246001433221768,0.29393200707054
"58",0.228334674890718,0.25827167480067,0.226100087276222
"59",0.264548428081628,0.284694093021102,0.226100087276222
"60",0.306729801535745,0.212237964728321,0.2964955834911
"61",0.288685307428783,0.241013730810912,0.29393200707054
"62",0.249457111886579,0.27383251862362,0.226100087276222
"63",0.218419427678719,0.250808762494172,0.226100087276222
"64",0.218419427678719,0.2329168612484,0.205040909917647
"65",0.238675184013,0.242665361642416,0.205040909917647
"66",0.296726322855448,0.225082597015449,0.29393200707054
"67",0.22498312617262,0.255760975028952,0.226100087276222
"68",0.191070372819692,0.229627808792878,0.226100087276222
"69",0.268453218837873,0.287472319578775,0.226100087276222
"70",0.22498312617262,0.255760975028952,0.226100087276222
"71",0.215206119659041,0.231329267517082,0.205040909917647
"72",0.291070318849338,0.255760975028952,0.2964955834911
"73",0.288685307428782,0.26336323366676,0.2964955834911
"74",0.27241208177491,0.258029629035498,0.205040909917647
"75",0.296726322855448,0.238822902640323,0.2964955834911
"76",4.56593141334598,4.29568800243811,4.47307636980802
"77",0.282436317490788,0.254536299452141,0.29393200707054
"78",0.191070372819692,0.229627808792878,0.226100087276222
"79",0.264548428081627,0.284694093021102,0.226100087276222
"80",0.218419427678719,0.232916861248401,0.205040909917647
"81",0.245813073692511,0.271178927645832,0.226100087276222
"82",0.249457111886579,0.247686014290721,0.205040909917647
"83",0.205833526419476,0.226628840783547,0.205040909917647
"84",4.02653775988886,4.14973727423787,3.96639033918764
"85",0.295910407108323,0.226628840783547,0.29393200707054
"86",0.185452765355825,0.216016537120163,0.205040909917646
"87",0.215206119659041,0.231329267517082,0.205040909917646
"88",0.29509715175993,0.243550534332992,0.2964955834911
"89",4.34293468163871,4.32721686563862,4.65850275214485
"90",0.193939756651871,0.231894518419517,0.226100087276222
"91",0.298366189243302,0.234182482834933,0.2964955834911
"92",0.272412081774911,0.290276096327652,0.226100087276222
"93",0.28461966369549,0.263356508559341,0.205040909917647
"94",0.191070372819692,0.218998715858625,0.205040909917647
"95",0.218419427678719,0.232916861248401,0.205040909917647
"96",0.228334674890718,0.25827167480067,0.226100087276222
"97",0.2926732155815,0.232916861248401,0.29393200707054
"98",0.283983643681511,0.251088621305119,0.29393200707054
"99",0.202796572557906,0.225082597015449,0.205040909917647
"100",0.22498312617262,0.236123625921898,0.205040909917647
"101",0.260697061659322,0.281941207103262,0.226100087276222
"102",0.242219302713153,0.244327905803457,0.205040909917646
"103",0.260697061659322,0.252806790399982,0.205040909917646
"104",0.284761006902895,0.249381719873133,0.29393200707054
"105",0.284761006902895,0.249381719873133,0.29393200707054
"106",0.221678237726102,0.234514958312756,0.205040909917646
"107",0.193939756651871,0.231894518419517,0.226100087276222
"108",0.196850228510243,0.234182482834934,0.226100087276222
"109",0.218419427678719,0.250808762494172,0.226100087276222
"110",0.221678237726103,0.253273401967756,0.226100087276222
"111",0.278610619461727,0.263356508559341,0.29393200707054
"112",0.276425670183551,0.259793596597082,0.205040909917647
"113",0.196850228510243,0.234182482834934,0.226100087276222
"114",0.264548428081628,0.284694093021102,0.226100087276222
"115",0.296726322855448,0.225082597015449,0.29393200707054
"116",0.199802321104815,0.223546527052782,0.205040909917647
"117",0.284761006902895,0.249381719873133,0.29393200707054
"118",0.272412081774911,0.290276096327652,0.226100087276222
"119",0.268453218837873,0.287472319578775,0.226100087276222
"120",0.238675184013,0.265944485723183,0.226100087276222
"121",0.212037742790077,0.245947518478197,0.226100087276222
"122",0.242219302713153,0.244327905803457,0.205040909917647
"123",0.215206119659041,0.231329267517082,0.205040909917647
"124",0.228334674890718,0.25827167480067,0.226100087276222
"125",0.300846280048433,0.227382173906239,0.296495583491101
"126",0.2926732155815,0.2329168612484,0.29393200707054
"127",0.245813073692511,0.246001433221768,0.205040909917647
"128",0.185452765355825,0.225157434986447,0.226100087276222
"129",0.268453218837873,0.287472319578775,0.226100087276222
"130",4.56593141334598,4.29568800243811,4.47307636980802
"131",0.202796572557905,0.238822902640323,0.226100087276222
"132",0.215206119659041,0.231329267517082,0.205040909917647
"133",0.196850228510243,0.234182482834933,0.226100087276222
"134",0.202796572557905,0.238822902640323,0.226100087276222
"135",0.284761006902896,0.249381719873133,0.29393200707054
"136",0.29509715175993,0.22818532340328,0.29393200707054
"137",0.20891373168132,0.22818532340328,0.205040909917647
"138",0.268453218837873,0.256277221241109,0.205040909917647
"139",0.193939756651871,0.231894518419517,0.226100087276222
"140",4.45398178039819,4.22243509132331,4.47307636980802
"141",0.291870469786159,0.253273401967756,0.296495583491101
"142",0.268453218837873,0.287472319578775,0.226100087276222
"143",0.29509715175993,0.243550534332992,0.2964955834911
"144",0.25689847718297,0.279213453672563,0.226100087276222
"145",0.205833526419477,0.241175724558386,0.226100087276222
"146",0.218419427678719,0.250808762494172,0.226100087276222
"147",0.218419427678719,0.232916861248401,0.205040909917647
"148",0.196850228510243,0.234182482834934,0.226100087276222
"149",0.294286543509066,0.245947518478197,0.296495583491101
"150",0.24945711188658,0.273832518623621,0.226100087276222
"151",0.284619663695491,0.263356508559341,0.205040909917647
"152",0.268453218837873,0.287472319578775,0.226100087276222
"153",0.208913731681321,0.243550534332992,0.226100087276222
"154",0.268453218837873,0.256277221241109,0.205040909917647
"155",0.212037742790077,0.245947518478197,0.226100087276222
"156",0.199802321104815,0.236491883369366,0.226100087276222
"157",0.249457111886579,0.273832518623621,0.226100087276222
"158",0.249457111886579,0.247686014290721,0.205040909917647
"159",0.221678237726102,0.253273401967756,0.226100087276222
"160",0.280494642781701,0.261569198184889,0.205040909917647
"161",0.30758155887414,0.210154597850255,0.296495583491101
"162",0.202796572557905,0.238822902640323,0.226100087276222
"163",0.212037742790077,0.229752110347095,0.205040909917646
"164",0.218419427678719,0.232916861248401,0.205040909917646
"165",0.208913731681321,0.22818532340328,0.205040909917646
"166",0.202796572557906,0.225082597015449,0.205040909917646
"167",0.205833526419476,0.241175724558386,0.226100087276222
"168",0.268453218837873,0.256277221241108,0.205040909917646
"169",0.212037742790077,0.229752110347095,0.205040909917646
"170",0.283208751186617,0.281941207103262,0.296495583491101
"171",0.221678237726103,0.234514958312756,0.205040909917647
"172",0.199802321104815,0.223546527052782,0.205040909917647
"173",0.290272749948421,0.25827167480067,0.296495583491101
"174",0.2926732155815,0.232916861248401,0.29393200707054
"175",0.221678237726103,0.234514958312756,0.205040909917647
"176",0.23173347125905,0.239372943843074,0.205040909917647
"177",0.22498312617262,0.255760975028952,0.226100087276222
"178",0.24945711188658,0.247686014290721,0.205040909917647
"179",0.177321505905232,0.218606825308191,0.226100087276222
"180",0.202796572557906,0.225082597015449,0.205040909917647
"181",0.193939756651871,0.220504650470006,0.205040909917647
"182",0.23173347125905,0.26080569574459,0.226100087276222
"183",4.53786105754453,4.27732305042039,4.47307636980802
"184",0.297544912400848,0.236491883369366,0.296495583491101
"185",0.260697061659322,0.252806790399981,0.205040909917647
"186",0.280898779211993,0.258029629035498,0.29393200707054
"187",0.249457111886579,0.247686014290721,0.205040909917647
"188",0.260697061659322,0.252806790399982,0.205040909917647
"189",0.242219302713153,0.244327905803457,0.205040909917647
"190",0.299190166981733,0.231894518419517,0.296495583491101
"191",0.215206119659041,0.231329267517082,0.205040909917647
"192",0.205833526419476,0.241175724558386,0.226100087276222
"193",0.290272749948421,0.237742931731168,0.29393200707054
"194",0.2926732155815,0.2329168612484,0.29393200707054
"195",0.193939756651871,0.231894518419517,0.226100087276222
"196",0.238675184013,0.265944485723183,0.226100087276222
"197",0.202796572557906,0.238822902640323,0.226100087276222
"198",0.193939756651871,0.220504650470006,0.205040909917647
"199",0.212037742790077,0.245947518478197,0.226100087276222
"200",0.221678237726103,0.253273401967757,0.226100087276222
"201",0.191070372819692,0.218998715858626,0.205040909917647
"202",0.188241549699586,0.217502699063583,0.205040909917647
"203",0.20891373168132,0.243550534332992,0.226100087276222
"204",0.221678237726103,0.234514958312756,0.205040909917647
"205",0.22498312617262,0.255760975028952,0.226100087276222
"206",0.298366189243302,0.222020566272224,0.29393200707054
"207",0.298366189243302,0.234182482834933,0.296495583491101
"208",0.196850228510243,0.222020566272224,0.205040909917647
"209",0.199802321104815,0.223546527052782,0.205040909917647
"210",0.298366189243302,0.234182482834934,0.296495583491101
"211",0.199802321104815,0.236491883369366,0.226100087276222
"212",0.282436317490788,0.254536299452141,0.29393200707054
"213",0.279370935116794,0.261569198184889,0.29393200707054
"214",0.272412081774911,0.258029629035498,0.205040909917647
"215",0.208913731681321,0.243550534332992,0.226100087276222
"216",0.208913731681321,0.243550534332992,0.226100087276222
"217",0.182703503212548,0.22295341453013,0.226100087276222
"218",0.182703503212548,0.22295341453013,0.226100087276222
"219",0.245813073692511,0.246001433221768,0.205040909917647
"220",0.212037742790077,0.229752110347095,0.205040909917647
"221",0.196850228510243,0.234182482834934,0.226100087276222
"222",0.221678237726103,0.234514958312756,0.205040909917647
"223",0.199802321104815,0.236491883369366,0.226100087276222
"224",0.23173347125905,0.26080569574459,0.226100087276222
"225",0.212037742790077,0.229752110347095,0.205040909917647
"226",0.280133651197313,0.259793596597082,0.29393200707054
"227",0.2926732155815,0.232916861248401,0.29393200707054
"228",0.298366189243302,0.222020566272224,0.29393200707054
"229",0.221678237726102,0.234514958312756,0.205040909917647
"230",0.228334674890719,0.258271674800671,0.226100087276222
"231",0.20891373168132,0.243550534332992,0.226100087276222
"232",0.245813073692511,0.271178927645832,0.226100087276222
"233",0.188241549699586,0.227382173906239,0.226100087276222
"234",0.20891373168132,0.22818532340328,0.205040909917647
"235",0.284761006902895,0.249381719873133,0.29393200707054
"236",0.22498312617262,0.255760975028952,0.226100087276222
"237",0.268453218837873,0.256277221241109,0.205040909917647
"238",0.238675184013,0.242665361642416,0.205040909917647
"239",0.191070372819692,0.218998715858626,0.205040909917647
"240",0.291870469786159,0.234514958312756,0.29393200707054
"241",0.272412081774911,0.258029629035498,0.205040909917647
"242",0.199802321104815,0.223546527052782,0.205040909917647
"243",0.299190166981732,0.231894518419517,0.296495583491101
"244",0.193939756651871,0.220504650470006,0.205040909917647
"245",0.302513362430244,0.214540167470238,0.29393200707054
"246",0.191070372819692,0.218998715858625,0.205040909917646
"247",0.188241549699586,0.217502699063583,0.205040909917646
"248",0.199802321104815,0.236491883369366,0.226100087276222
"249",0.199802321104815,0.223546527052782,0.205040909917647
"250",0.191070372819692,0.218998715858625,0.205040909917647
"251",0.212037742790077,0.229752110347095,0.205040909917647
"252",0.215206119659041,0.24836686481842,0.226100087276222
"253",0.249457111886579,0.273832518623621,0.226100087276222
"254",0.199802321104815,0.236491883369366,0.226100087276222
"255",0.177321505905232,0.211616556832422,0.205040909917646
"256",0.256898477182971,0.279213453672563,0.226100087276222
"257",0.276425670183551,0.29310563422301,0.226100087276222
"258",0.228334674890718,0.237742931731168,0.205040909917647
"259",0.221678237726102,0.253273401967757,0.226100087276221
"260",0.191070372819692,0.218998715858625,0.205040909917647
"261",0.191070372819692,0.218998715858625,0.205040909917647
"262",0.174687764208317,0.210169192732987,0.205040909917647
"263",0.218419427678719,0.232916861248401,0.205040909917647
"264",0.221678237726102,0.234514958312756,0.205040909917647
"265",0.2926732155815,0.232916861248401,0.29393200707054
"266",0.174687764208317,0.210169192732987,0.205040909917647
"267",0.299190166981733,0.231894518419517,0.296495583491101
"268",0.301678443083556,0.216016537120163,0.29393200707054
"269",0.283208751186617,0.252806790399981,0.29393200707054
"270",0.212037742790077,0.229752110347095,0.205040909917647
"271",0.25315203773644,0.276510625969735,0.226100087276222
"272",0.288685307428782,0.241013730810912,0.29393200707054
"273",0.242219302713153,0.244327905803457,0.205040909917647
"274",0.188241549699586,0.217502699063584,0.205040909917647
"275",0.242219302713153,0.268549650425365,0.226100087276222
"276",0.245813073692511,0.246001433221768,0.205040909917647
"277",0.193939756651871,0.220504650470006,0.205040909917647
"278",0.264548428081628,0.254536299452141,0.205040909917647
"279",0.23518010816621,0.241013730810912,0.205040909917647
"280",0.249457111886579,0.247686014290721,0.205040909917647
"281",0.23518010816621,0.241013730810912,0.205040909917647
"282",0.268453218837873,0.287472319578775,0.226100087276222
"283",0.256898477182971,0.251088621305119,0.205040909917647
"284",0.199802321104815,0.236491883369366,0.226100087276222
"285",0.218419427678719,0.250808762494172,0.226100087276222
"286",0.22498312617262,0.236123625921898,0.205040909917647
"287",4.62223520947463,4.33252081064269,4.47307636980802
"288",0.202796572557906,0.238822902640323,0.226100087276222
"289",0.28461966369549,0.298842844324775,0.226100087276222
"290",0.199802321104815,0.223546527052782,0.205040909917647
"291",0.2926732155815,0.250808762494172,0.296495583491102
